Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
NEC2-019,64,QM,E6,J,Assistant Navigator (W12A),Technical Administration,NAVPERS 18068F Vol II,7/1/2021,NEC,Perform meteorology procedures,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Perform meteorology procedures,Knowledge/Performance Test,N/A,NEC Refresher,Weather,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-020,65,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,Perform nautical chart procedures,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Perform nautical chart procedures,Knowledge/Performance Test,N/A,NEC Refresher,Plotting,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-021,66,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,Perform piloting procedures,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Perform piloting procedures,Knowledge/Performance Test,N/A,NEC Refresher,Plotting,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-022,67,QM,E6,J,Assistant Navigator (W12A),Electronic System Operations,NAVPERS 18068F Vol II,7/1/2021,NEC,Perform VMS Systems Setup,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Perform VMS Systems Setup,Knowledge/Performance Test,N/A,NEC Refresher,VMS ,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-023,68,QM,E6,J,Assistant Navigator (W12A),Technical Administration,NAVPERS 18068F Vol II,7/1/2021,NEC,Perform weather observations and reporting procedures,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Perform weather observations and reporting procedures,Knowledge/Performance Test,N/A,NEC Refresher,Weather,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,440,N/A
NEC2-024,69,QM,E6,J,Assistant Navigator (W12A),Technical Administration,NAVPERS 18068F Vol II,7/1/2021,NEC,Plot anchorage areas,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Plot anchorage areas,Knowledge/Performance Test,N/A,NEC Refresher,Anchoring,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-025,70,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,Use aids to navigation,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Use aids to navigation,Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-026,71,QM,E6,J,Assistant Navigator (W12A),Electronic System Operations,NAVPERS 18068F Vol II,7/1/2021,NEC,Use Automatic Radar Plotting Aid (ARPA),Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Use Automatic Radar Plotting Aid (ARPA),Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-027,72,QM,E6,J,Assistant Navigator (W12A),Technical Administration,NAVPERS 18068F Vol II,7/1/2021,NEC,Use checklists,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Use checklists,Knowledge/Performance Test,N/A,NEC Refresher,BRM,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-028,73,QM,E6,J,Assistant Navigator (W12A),Electronic System Operations,NAVPERS 18068F Vol II,7/1/2021,NEC,Use electronic charts,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Use electronic charts,Knowledge/Performance Test,N/A,NEC Refresher,VMS ,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-029,74,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,Use fix procedures,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Use fix procedures,Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-030,75,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Determine the nominal range of a lighted aid,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Determine the nominal range of a lighted aid,Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-031,76,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,Apply corrections to the chart or publication,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Apply corrections to the chart or publication,Knowledge/Performance Test,N/A,NEC Refresher,Technical Administration,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-032,77,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Comprehend the importance of situational awareness and its importance at each level of the watch team,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Comprehend the importance of situational awareness and its importance at each level of the watch team,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-033,78,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Define Bridge Resource Management (BRM),Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Define Bridge Resource Management (BRM),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-034,79,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Demonstrate the ability to implement and modify controls necessary to interrupt the error chain,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Demonstrate the ability to implement and modify controls necessary to interrupt the error chain,Knowledge/Performance Test,N/A,NEC Refresher,BRM,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-035,80,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Describe the elements of proper bridge to bridge communications,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Describe the elements of proper bridge to bridge communications,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-036,81,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Describe the information contained in each publication and how the publication is used in Navigation,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Describe the information contained in each publication and how the publication is used in Navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-037,82,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Explain conditions of good situational awareness,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Explain conditions of good situational awareness,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-038,83,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Explain how BRM addresses safety and efficiency,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Explain how BRM addresses safety and efficiency,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-039,84,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,Explain how to correct the loss of situational awareness,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Explain how to correct the loss of situational awareness,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-040,85,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a chart and appropriate plotting equipment, navigate a vessel while maintaining the intended track, using advanced principles of Dead Reckoning (DR)",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a chart and appropriate plotting equipment, navigate a vessel while maintaining the intended track, using advanced principles of Dead Reckoning (DR)",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-041,86,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a compass heading and it’s error, Calculate the True Heading within 0.1 degree error",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a compass heading and it’s error, calculate the True Heading within 0.1 degree error",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-042,87,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Gyro Compass Heading and Gyro Error, Calculate the True Heading within 0.1 degree of error",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Gyro Compass Heading and Gyro Error, Calculate the True Heading within 0.1 degree of error",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-043,88,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a local chart, identify the current year’s variation and the annual change as per the compass rose information",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a local chart, identify the current year’s variation and the annual change as per the compass rose information",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-044,89,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a local nautical chart, identify its datum IAW the NAVDORM and Bowditch",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a local nautical chart, identify its datum IAW the NAVDORM and Bowditch",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-045,90,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a local nautical chart, ship’s distance from land/shoals, and a GPS, plot the most accurate fix IAW the NAVDORM and Bowditch",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a local nautical chart, ship’s distance from land/shoals, and a GPS, plot the most accurate fix IAW the NAVDORM and Bowditch",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-046,91,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a nautical chart and plotting tools, and given a specific location to reach, determine a corrective course to steer and speed to order taking into account the effects of Set and Drift, to within 10° and .5 kts of error",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a nautical chart and plotting tools, and given a specific location to reach, determine a corrective course to steer and speed to order taking into account the effects of Set and Drift, to within 10° and .5 kts of error",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-047,92,QM,E6,J,Assistant Navigator (W12A),Plotting,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a nautical chart and plotting tools, determine Set and Drift to within 10° and .5 kts of error",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a nautical chart and plotting tools, determine Set and Drift to within 10° and .5 kts of error",Knowledge/Performance Test,N/A,NEC Refresher,Navigation - Maritime,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-048,93,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a nautical chart and plotting tools, explain the principles and purposes of Dead Reckoning",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a nautical chart and plotting tools, explain the principles and purposes of Dead Reckoning",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-049,94,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, describe basic types of radar interference (i.e. spoking, sectoring, etc.) and what they likely indicate IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, Describe basic types of radar interference (i.e. spoking, sectoring, etc.) and what they likely indicate IAW Bowditch and the Radar Navigation Manual. ",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-050,95,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, describe the affect that distortion may have on the return signal IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, Describe the affect that distortion may have on the return signal IAW Bowditch and the Radar Navigation Manual",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-051,96,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, describe the limitations on the signal received from weak and low lying coastal areas IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, Describe the limitations on the signal received from weak and low lying coastal areas IAW Bowditch and the Radar Navigation Manual",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-052,97,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, describe the various characteristics of a radar target that can affect the quality of the return signal IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, Describe the various characteristics of a radar target that can affect the quality of the return signal IAW Bowditch and the Radar Navigation Manual",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-053,98,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, explain the effects that various weather conditions will have on radar tracking IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, explain the effects that various weather conditions will have on radar tracking IAW Bowditch and the Radar Navigation Manual",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-054,99,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, explain the importance of radar horizon and how atmospheric conditions affect it IAW Bowditch and the Radar Navigation Manual",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, explain the importance of radar horizon and how atmospheric conditions affect it IAW Bowditch and the Radar Navigation Manual",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-055,100,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, explain two major differences between 10 nm and 3 nm radars IAW the Radar Navigation Manual (Pub 1310)",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, explain two major differences between 10 nm and 3 nm radars IAW the Radar Navigation Manual (Pub 1310)",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEC2-056,101,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, properly energize and tune the radar to achieve the most accurate picture and to maximize the radar’s tracking capabilities",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, properly energize and tune the radar to achieve the most accurate picture and to maximize the radar’s tracking capabilities",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-057,102,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a Radar and current weather conditions, utilize the functions of the radar/ARPA IAW the Radar Navigation Manual, to include the following knobology: Standby/Power, Gain, FTC, STC, EBL, VRM, Range Scale, Range Rings, True and Relative Modes, Course Up/North Up Modes, Acquire, Auto Acquire, Parallel Index Lines, True/Relative Vectors, and Vector Lengths",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a Radar and current weather conditions, utilize the functions of the radar/ARPA IAW the Radar Navigation Manual, to include the following knobology: Standby/Power, Gain, FTC, STC, EBL, VRM, Range Scale, Range Rings, True and Relative Modes, Course Up/North Up Modes, Acquire, Auto Acquire, Parallel Index Lines, True/Relative Vectors, and Vector Lengths",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-058,103,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a radar contact, acquire the contact to begin ARPA tracking",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a radar contact, acquire the contact to begin ARPA tracking",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-059,104,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a radar contact, run a Trial Maneuver on ARPA",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a radar contact, run a Trial Maneuver on ARPA",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-060,105,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a radar picture and a contact, determine if a risk of collision exists by using ARPA functions",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a radar picture and a contact, determine if a risk of collision exists by using ARPA functions",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
NEC2-061,106,QM,E6,J,Assistant Navigator (W12A),Navigation,NAVPERS 18068F Vol II,7/1/2021,NEC,"Given a radar picture with a fixed object, use the EBL function to determine the bearing to the object to within 2 degrees",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Given a radar picture with a fixed object, use the EBL function to determine the bearing to the object to within 2 degrees",Knowledge/Performance Test,N/A,NEC Refresher,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 15,1,220:01:00,220,N/A
