Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
NS-067,1245,ALL,E2,A,General Sailor,Communications,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Break-out, man, test, and secure sound-powered telephones",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Describe the purpose, characteristics, operating procedures and safety precautions for fire extinguishing agents used onboard ships and their components",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-068,1246,ALL,E2,A,General Sailor,Communications,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Use proper procedures for communications security,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Describe the purpose, characteristics, operating procedures and safety precautions for fire extinguishing agents used onboard ships and their components",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-069,1247,ALL,E2,A,General Sailor,Communications,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Pronounce numbers and phonetic alphabet,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Describe the causes and know the procedures to control a wild hose,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-070,1248,ALL,E2,A,General Sailor,Ships & Aircraft Characteristics,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify major types of ships and aircraft of the U.S. Navy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-071,1249,ALL,E2,A,General Sailor,Ships & Aircraft Characteristics,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the nomenclature of superstructures and components of the ship's hull,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Identify the types, purposes, safety precautions, and characteristics of U.S. Navy small boats",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-072,1250,ALL,E2,A,General Sailor,Ships & Aircraft Characteristics,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the general characteristics and missions of U.S. Navy ships and aircraft,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-073,1251,ALL,E2,A,General Sailor,Ships & Aircraft Characteristics,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Locate decks and compartments using ship compartment lettering and numbering systems,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-074,1252,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Use and maintain Personal Protective Equipment (PPE) (less damage control/firefighting equipment),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-075,1253,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the hazards of using Carbon Dioxide (CO2), Potassium bicarbonate (Purple-K Powder [PKP]), and Halon as fire extinguishing agents",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-076,1254,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the precautions when handling and stowing fire extinguishers,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-077,1255,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the dangers involved when handling a charged fire hose,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-078,1256,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the dangers of energizing and using electrical equipment in a space filled with explosive vapors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-079,1257,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions to be used when embarked in small boats,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-080,1258,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions to be used when involved in sporting and recreational events,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-081,1259,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the hazards and safety precautions when working in the vicinity of flight deck operations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-082,1260,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the safety precautions when working with or in the vicinity of acids, bases, and flammable liquids",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-083,1261,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of pyrotechnics,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-084,1262,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of electrical and electronic equipment,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-085,1263,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of compressed gases,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-086,1264,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of compressed air,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-087,1265,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of liquids under pressure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-088,1266,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the safety precautions when working with or in the vicinity of lifelines, ladders, and scaffolding",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-089,1267,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of heavy weight and moving equipment,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-090,1268,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of cutting and welding operations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-091,1269,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of power tools,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-092,1270,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of antennas,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-093,1271,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of suspended loads,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-094,1272,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of fiberglass and asbestos,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-095,1273,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of high noise levels,All Sailor Task (ships),No,A-830-0018,Armed Sentry/Security Reaction Force-Basic,G-School,NSTC,TCCD,Recognize the safety function check of the M9 service pistol,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-096,1274,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know line handling procedures and precautions when working with or in the vicinity of lines under tension,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-097,1275,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of rotating machinery,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the Navy Operational Risk Management (ORM) process,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-098,1276,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions when working with or in the vicinity of Electromagnetic Radiation (EMR),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-099,1277,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions and danger areas when working with or in the vicinity of aircraft,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-100,1278,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the safety precautions for operating motor vehicles and motorcycles,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify the characteristics and proper treatment of injuries to the bone and muscles,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-101,1279,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to report safety hazards and violations,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Intervene in irresponsible drug use,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-102,1280,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose and procedures of the navy tag-out system,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform a proper casualty transport,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-103,1281,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic safety rules in handling firearms,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Given a scenario, discuss reproductive health decisions",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-104,1282,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Navy's Occupational Safety and Health (NAVOSH) program,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Explain the procedures for performing the three primary tasks of first aid Explain the objective of first aid,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-105,1283,ALL,E2,A,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify and integrate Operations Risk Management (ORM) concepts,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-106,1284,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to apply a battle dressing,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-107,1285,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to control external bleeding with direct pressure,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the characteristics and proper treatment of heat and chill condition injuries,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-108,1286,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the symptoms of, and first-aid treatment for open and closed fractures, strains and sprains, and dislocations",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-109,1287,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the symptoms of drug and alcohol abuse,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-110,1288,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to transport an injured person,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,"Maintain a healthy weight, maintain a healthy eating pattern, make healthy food choices",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-111,1289,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain the benefits of abstinence and barrier devices for reproductive health,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand personal hygiene and grooming,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-112,1290,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Explain the purpose, general rules, and limitations of first aid",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify the importance of Cardiopulmonary Resuscitation (CPR),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-113,1291,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the signs and symptoms of shock,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Identify the importance of Cardiopulmonary Resuscitation (CPR),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-114,1292,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the procedures for rescuing a person in contact with an energized source,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the characteristics and proper treatment of heat and chill condition injuries,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-115,1293,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the signs and symptoms of heat injuries,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take appropriate action when shipmate exhibits suicidal warning signs (get them help - treat),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-116,1294,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the signs and symptoms of a burn,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the characteristics and proper treatment of heat and chill condition injuries,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-117,1295,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Maintain sanitary conditions in and around living and working spaces,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the characteristics and proper treatment of heat and chill condition injuries,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-118,1296,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Identify activities that maintain good personal hygiene, health, and fitness",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-119,1297,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the procedures for maintaining good dental (oral) hygiene,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-120,1298,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to administer the abdominal/chest thrust (Heimlich Maneuver),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-121,1299,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to administer artificial ventilation by mouth-to-mouth and alternate methods,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the characteristics and proper treatment of heat and chill condition injuries,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-122,1300,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify the signs and symptoms of cold injuries,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Perform simulated first aid medical emergency procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-123,1301,ALL,E2,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify suicidal thoughts or actions in others and self,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Given a scenario , discuss reproductive health decisions",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
