Index #,Rating,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach
PQ31-026,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-027,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Evaluate hazards to navigation and report what distance is deemed safe for navigation,Knowledge/Performance Test
PQ31-028,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources,Knowledge/Performance Test
PQ31-029,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test
PQ31-030,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test
PQ31-031,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,"Create, name, save, and delete VMS route and position of intended movement (PIM) plans",Knowledge/Performance Test
PQ31-032,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Identify and plot an emergency anchorage,Knowledge/Performance Test
PQ31-033,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-034,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify own ship as stand-on or give-way vessel ,Knowledge/Performance Test
PQ31-035,QM,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify vessels with a CPA of less than 3 nm,Knowledge/Performance Test
PQ31-036,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review appropriate use of the position uncertainty circle.,Knowledge/Performance Test
PQ31-037,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make position reports; Apply Navigation Principles,Knowledge/Performance Test
PQ31-038,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Discuss course and speed recommendations to OOD and conning officer for safe approach to a precision anchorage,Knowledge/Performance Test
PQ31-039,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Make course/speed recommendations for safe navigation,Knowledge/Performance Test
PQ31-040,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make position reports; Apply Navigation Principles,Knowledge/Performance Test
PQ31-041,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-042,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain the following pertinent navigation information: NGA weekly notice to mariners; us coast guard local notice to mariners; corrected CO’s ready chart list; quarterly publication cd; all in-force maritime safety information messages; tide and current information; tropical weather information; OPAREA Forecast for local operating areas; VDU updates; DNC® libraries; NAVTEX predicted coverage warnings from the installed NAVTEX receiver or coast guard website; coast pilots; sailing directions; fleet guides; after action reports; & Apply Navigation Principles,Knowledge/Performance Test
PQ31-043,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review  training requirements,Knowledge/Performance Test
PQ31-044,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Review METOC support available (WEAX/OTSR, etc.)",Knowledge/Performance Test
PQ31-045,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-046,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Recommend and approve navigation plan,Knowledge/Performance Test
PQ31-047,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-048,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-049,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review and  Perform anchor planning procedures,Knowledge/Performance Test
PQ31-050,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-051,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-052,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-053,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-054,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Review the following pertinent navigation information: NGA weekly notice to mariners; us coast guard local notice to mariners; corrected CO’s ready chart list; quarterly publication cd; all in-force maritime safety information messages; tide and current information; tropical weather information; OPAREA forecast for local operating areas; VDU updates; DNC® libraries; NAVTEX predicted coverage warnings from the installed NAVTEX receiver or coast guard website; coast pilots; sailing directions; fleet guides; after action reports; & Apply Navigation Principles,Knowledge/Performance Test
PQ31-055,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review the following UNCLAS standards: territorial seas; transit passage; innocent passage; archipelagic sea lanes; contiguous zones; exclusive economic zones; & right to render aid,Knowledge/Performance Test
PQ31-056,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Review the following: (as applicable) NAVDORM; NAVBILL; CO’S Standing Orders; restricted maneuvering doctrine; night orders; & steering bill,Knowledge/Performance Test
PQ31-057,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Recall ship's history displays,Knowledge/Performance Test
PQ31-058,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Review VMS alarms and safety features prior to entering restricted waters (ECDIS only) ,Knowledge/Performance Test
PQ31-059,QM,A-061-0300,QM J,C-School,SWSC,CTTL,"Using applicable MRCs, supervise DFGMC check ",Knowledge/Performance Test
PQ31-060,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-061,QM,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test
PQ31-062,QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ31-063,QM,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Compute gyro compass er; Apply Navigation Principles,Knowledge/Performance Test
PQ31-064,QM,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Verify VMS features/profile prior to entering restricted waters IAW NAVBILL (ECDIS only) ,Knowledge/Performance Test
