PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Hot refuel aircraft on deck,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Identify improper grounding of aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,"Conduct Inspection and inventory of flight deck, refueling/defueling equipment",Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fueling station equipment,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Respond to loss of fuel pressure on the flight deck ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Refuel aircraft not normally on board,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Refuel embarked support equipment and ships boats,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Describe ruptured hose/piping/fuel spills procedures,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify hose and hose reel components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Secure refueling station,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,Inspect fueling station equipment,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,"Setting up fueling station, flushing hose, and obtaining sample",Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Utilize proper aircraft grounding procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (301  - Refueling Crewman),02/01/11,300 Series PQS Watch Station,Defuel aircraft,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform aircraft defueling,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Ensure proper alignment of fueling station,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform alignment of aircraft fueling stations,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Respond to flight deck fire or crash Alarms/Limitations/Emergencies for Refueling Crew Leader,Rating Specific Task,No,J-495-0413,Shipboard Aircraft Fire Fighting Course,F-School,CNATT,TCCD,Perform Live Firefighting Exercise,"Knowledge/Performance Test, Oral Board/Test",,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Respond to fuel station fire Alarms/Limitations/Emergencies for Refueling Crew Leader,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Respond to loss of communications Alarms/Limitations/Emergencies for Refueling Crew Leader,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Respond to Loss of fuel pressure Alarms/Limitations/Emergencies for Refueling Crew Leader,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Respond to ruptured hose/piping/fuel spills Alarms/Limitations/Emergencies for Refueling Crew Leader,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise aircraft refueling,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft fueling,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise defueling of aircraft,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft defueling,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise flushing and obtaining samples,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise helicopter refueling (HIFR if applicable),Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise hot refueling of aircraft,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,"Supervise refueling of embarked support equipment, ships boats, or both",Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Operations,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (302 - Refueling Crew Leader),02/01/11,300 Series PQS Watch Station,Supervise securing of fueling stations,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,"Calibrate AEL MK III, CCFD",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,"Calibrate NAVIFLASH flash point tester, if applicable",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Clean and dry sample bottles,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Compare correlation sample results between locally-tested sample to that of a regional laboratory,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to contaminated fuel Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify combined contaminated fuel detector (CCFD) components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to contaminated fuel in aircraft Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify combined contaminated fuel detector (CCFD) components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to correlation samples exceeded acceptable variance Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Determine degree of water contamination using standards card,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Determine flash point of fuel sample,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify military fuels and characteristics,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Determine FSII level,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Perform Fuel System Icing Inhibitor (FSII) test,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Determine sediment levels using calibration curve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Draw samples from Refueling At Sea (RAS) station while refueling in port/at sea,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to gross contamination of fuel in JP-5 tanks Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to inoperative test equipment Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to  insufficient FSII in JP-5 Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Respond to insufficient JP-5 flash point Alarms/Limitations/Emergencies for Quality Control Sentry,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Maintain quality control records/log books,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Obtain and verify fuel samples from aircraft before defueling,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43149-C Aviation Fuels (Air Capable Ships - Less LPD) (303 - Quality Control Sentry),02/01/11,300 Series PQS Watch Station,Prepare correlation samples for delivery to a regional laboratory prior to an extended deployment,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
